"emp_no","dept_no","from_date","to_date"
417888,"d007","1992-04-02","9999-01-01"
22795,"d001","1988-05-07","1994-03-07"
209003,"d007","1989-06-08","9999-01-01"
107489,"d004","1997-05-27","9999-01-01"
423493,"d001","1996-05-19","2001-11-26"
103460,"d002","1987-10-25","9999-01-01"
403452,"d003","1995-10-17","9999-01-01"
55923,"d004","1989-12-30","9999-01-01"
288430,"d008","1998-09-11","9999-01-01"
77709,"d007","1992-01-30","9999-01-01"
439494,"d007","1985-02-05","9999-01-01"
484774,"d002","1993-07-14","9999-01-01"
417603,"d004","1989-08-29","9999-01-01"
295442,"d005","1998-08-15","2002-06-02"
425762,"d005","1987-03-01","9999-01-01"
286113,"d004","1998-12-06","9999-01-01"
484527,"d004","1995-08-03","9999-01-01"
251562,"d001","1997-12-04","9999-01-01"
272131,"d007","1997-07-04","1997-08-29"
22548,"d001","1987-12-14","9999-01-01"
100141,"d007","1988-07-28","9999-01-01"
459861,"d004","1996-10-13","9999-01-01"
43190,"d008","1992-07-07","9999-01-01"
83458,"d005","1988-07-31","9999-01-01"
15944,"d008","1997-01-27","9999-01-01"
109793,"d006","1985-05-29","1998-11-30"
226296,"d008","1996-03-08","2001-09-22"
267035,"d005","1993-04-01","9999-01-01"
431417,"d005","1985-05-03","9999-01-01"
424198,"d009","1999-09-26","9999-01-01"
260177,"d007","1991-07-11","9999-01-01"
265099,"d004","1997-09-11","1997-09-30"
27708,"d001","1986-06-02","9999-01-01"
270784,"d008","1987-01-07","2002-08-01"
280974,"d004","1995-09-01","9999-01-01"
29061,"d007","1994-07-13","9999-01-01"
81324,"d006","1988-07-05","9999-01-01"
43594,"d001","1998-08-30","9999-01-01"
13856,"d007","1995-04-26","9999-01-01"
107719,"d007","1989-10-27","9999-01-01"
287323,"d007","1999-09-15","9999-01-01"
78019,"d005","1993-12-07","9999-01-01"
474253,"d005","1995-08-31","1997-04-02"
36804,"d001","1993-10-10","1994-03-15"
238967,"d004","1999-04-27","9999-01-01"
98372,"d008","1996-02-01","9999-01-01"
229904,"d005","1991-12-24","1998-03-18"
214643,"d007","1987-11-19","9999-01-01"
456124,"d006","1995-08-24","9999-01-01"
288954,"d004","1997-09-28","9999-01-01"
260307,"d007","1991-02-12","2000-09-20"
231601,"d002","1992-09-08","9999-01-01"
208212,"d007","1988-10-21","9999-01-01"
96500,"d009","1997-01-05","1999-02-10"
66393,"d005","1990-02-04","1991-07-31"
216725,"d007","1991-07-26","2000-05-04"
228608,"d003","1993-08-21","9999-01-01"
10365,"d008","1987-10-22","1992-04-04"
40498,"d007","1987-05-10","9999-01-01"
204186,"d002","1996-11-15","9999-01-01"
240787,"d004","1993-04-13","9999-01-01"
98825,"d006","1992-10-07","9999-01-01"
206451,"d007","1994-12-01","9999-01-01"
429451,"d009","1998-05-06","9999-01-01"
10962,"d007","1986-12-16","9999-01-01"
492424,"d009","1989-06-07","9999-01-01"
208920,"d002","1990-09-05","9999-01-01"
88373,"d009","1998-04-05","9999-01-01"
440222,"d001","1989-01-08","1995-08-29"
414061,"d008","2001-05-14","9999-01-01"
483312,"d005","1999-11-02","2000-06-25"
85478,"d007","1990-08-04","9999-01-01"
39403,"d005","1995-02-18","9999-01-01"
15397,"d005","1990-08-13","9999-01-01"
295384,"d005","1999-04-11","9999-01-01"
452212,"d008","1988-03-01","1988-03-02"
225757,"d005","1986-10-27","9999-01-01"
432362,"d006","1993-12-06","9999-01-01"
248848,"d005","1998-02-16","9999-01-01"
476091,"d006","1986-06-13","9999-01-01"
267092,"d007","1988-08-19","1996-07-16"
82679,"d005","1994-12-28","9999-01-01"
282376,"d004","1998-05-28","9999-01-01"
95973,"d005","1993-08-20","9999-01-01"
468026,"d005","1998-05-15","2000-03-23"
453296,"d003","1993-08-30","9999-01-01"
79554,"d004","1993-03-12","1993-10-12"
10597,"d007","1990-04-01","9999-01-01"
258779,"d004","1990-07-23","9999-01-01"
68001,"d005","1986-12-12","9999-01-01"
439625,"d001","1994-02-24","9999-01-01"
217921,"d005","1993-02-02","9999-01-01"
57681,"d005","1986-01-30","9999-01-01"
293268,"d009","1999-03-22","9999-01-01"
483267,"d004","1997-05-19","1997-10-27"
16284,"d007","1994-11-14","9999-01-01"
470870,"d002","1999-05-24","9999-01-01"
448199,"d007","1994-07-22","9999-01-01"
494847,"d007","1997-06-20","9999-01-01"
442390,"d005","1992-07-15","9999-01-01"
496870,"d007","1994-10-26","1998-05-07"
271008,"d005","1988-04-03","9999-01-01"
38362,"d007","1998-06-08","9999-01-01"
219790,"d004","1993-07-23","9999-01-01"
65095,"d007","1985-06-20","9999-01-01"
42986,"d007","1996-09-23","9999-01-01"
465094,"d004","2000-01-28","9999-01-01"
293086,"d003","1995-10-12","2002-01-31"
109900,"d005","1993-07-28","9999-01-01"
475519,"d006","1990-08-11","9999-01-01"
499488,"d004","1992-06-13","9999-01-01"
429313,"d009","1999-07-16","9999-01-01"
202459,"d005","1985-09-10","9999-01-01"
68722,"d009","1986-03-21","1987-09-17"
250649,"d005","1996-04-20","9999-01-01"
26113,"d007","1997-11-18","9999-01-01"
488019,"d007","1997-05-22","2000-04-12"
289663,"d004","1993-11-19","9999-01-01"
223758,"d005","1991-08-20","9999-01-01"
79416,"d005","1986-08-29","9999-01-01"
67428,"d005","1997-01-17","9999-01-01"
463103,"d006","1990-04-13","1991-11-20"
204533,"d004","1992-08-27","9999-01-01"
406131,"d005","1987-08-09","9999-01-01"
437352,"d004","1989-11-01","9999-01-01"
281369,"d006","1988-12-30","9999-01-01"
267916,"d002","1985-11-13","9999-01-01"
82453,"d001","1991-02-17","9999-01-01"
439340,"d008","1992-05-24","9999-01-01"
258809,"d001","1998-09-18","1998-09-22"
479712,"d004","1989-08-30","9999-01-01"
70488,"d005","1999-01-06","9999-01-01"
294952,"d005","1985-04-05","1985-04-18"
268505,"d004","1992-06-05","9999-01-01"
73675,"d001","1990-12-09","9999-01-01"
31869,"d008","1996-11-15","9999-01-01"
238014,"d008","1998-01-11","2001-07-02"
54699,"d005","1997-07-29","9999-01-01"
80257,"d005","1990-12-18","9999-01-01"
483714,"d004","1985-11-18","1989-10-31"
21248,"d005","1998-09-12","9999-01-01"
431181,"d005","1996-08-06","2000-07-02"
439853,"d004","1999-03-01","9999-01-01"
34725,"d007","1991-06-02","9999-01-01"
45513,"d004","1996-01-31","9999-01-01"
101849,"d002","1987-06-11","2002-02-13"
14196,"d004","1993-03-27","9999-01-01"
437765,"d005","1991-10-12","9999-01-01"
82290,"d008","1994-06-05","9999-01-01"
68905,"d005","1986-06-29","9999-01-01"
454244,"d004","1985-05-11","9999-01-01"
274155,"d002","1993-08-05","9999-01-01"
77775,"d002","1987-01-19","1991-09-23"
48722,"d001","1996-11-27","1999-03-07"
72527,"d002","1995-01-28","9999-01-01"
297367,"d004","1987-11-20","9999-01-01"
416759,"d006","1990-03-03","1990-05-13"
488112,"d004","1994-11-02","9999-01-01"
492172,"d007","1994-03-30","2001-08-12"
46051,"d007","1993-06-06","9999-01-01"
423318,"d008","1997-04-20","2002-05-21"
418677,"d005","1993-01-26","9999-01-01"
258469,"d003","1998-07-23","9999-01-01"
244955,"d009","1998-10-03","9999-01-01"
487049,"d006","1998-11-04","9999-01-01"
20111,"d007","1997-01-27","9999-01-01"
223936,"d005","1990-09-09","9999-01-01"
402540,"d005","1994-01-11","9999-01-01"
224614,"d005","1986-03-17","1989-03-28"
59578,"d008","1987-12-20","9999-01-01"
108846,"d008","1994-11-18","9999-01-01"
60819,"d005","1998-03-19","9999-01-01"
436085,"d007","1986-01-27","2001-04-14"
89463,"d005","1989-05-27","9999-01-01"
32452,"d008","1994-07-12","9999-01-01"
418616,"d001","1998-01-06","9999-01-01"
428294,"d005","1992-09-29","1994-01-23"
488560,"d004","1989-11-18","1991-10-29"
252698,"d005","1991-03-01","9999-01-01"
29060,"d005","1989-09-21","9999-01-01"
498748,"d008","1985-03-05","1992-04-23"
43640,"d007","1996-08-31","9999-01-01"
243454,"d009","1989-03-28","9999-01-01"
92841,"d007","1993-08-04","9999-01-01"
80219,"d005","1987-06-26","1990-01-12"
296175,"d007","1988-04-13","9999-01-01"
224859,"d002","1988-04-28","2000-06-01"
83219,"d007","1991-01-02","1992-10-08"
91163,"d009","1985-08-14","9999-01-01"
248058,"d001","1992-07-05","9999-01-01"
444044,"d006","1994-09-13","1998-03-26"
472424,"d001","1997-08-15","9999-01-01"
403721,"d004","1985-06-14","9999-01-01"
24667,"d004","1994-07-23","1995-03-24"
31882,"d008","1997-03-02","2002-01-22"
85243,"d007","1992-04-21","9999-01-01"
75491,"d005","1997-10-31","9999-01-01"
298766,"d004","1989-01-09","9999-01-01"
272638,"d005","1991-08-21","1992-02-25"
279802,"d006","1991-10-08","9999-01-01"
82298,"d006","1992-08-13","9999-01-01"
104966,"d004","1995-08-28","9999-01-01"
211685,"d004","1988-11-26","9999-01-01"
249027,"d005","1996-09-25","9999-01-01"
61980,"d007","1998-09-14","9999-01-01"
299594,"d007","1999-05-09","1999-09-05"
210309,"d007","1991-11-08","9999-01-01"
445771,"d001","2001-10-09","9999-01-01"
86967,"d005","1985-06-23","2000-09-02"
225553,"d004","1996-02-29","9999-01-01"
104131,"d008","1985-08-23","9999-01-01"
52646,"d006","1990-04-30","1991-02-21"
272075,"d004","1994-03-14","1999-07-25"
86652,"d005","1993-05-30","1996-12-04"
455247,"d007","1986-04-18","9999-01-01"
98609,"d003","1993-09-12","1994-10-24"
413550,"d009","1996-11-05","9999-01-01"
402681,"d005","1991-03-11","1999-08-27"
88702,"d009","1992-04-07","9999-01-01"
51732,"d006","1993-10-29","9999-01-01"
242550,"d005","1987-07-07","9999-01-01"
499154,"d009","1992-07-19","9999-01-01"
417548,"d009","1988-03-17","9999-01-01"
459074,"d002","1994-02-18","9999-01-01"
89148,"d004","1985-08-31","9999-01-01"
228882,"d007","1992-04-11","9999-01-01"
455668,"d005","1987-10-26","1993-03-01"
425727,"d004","1999-02-28","9999-01-01"
39318,"d004","1994-11-13","1996-03-12"
436593,"d004","1996-03-31","9999-01-01"
405271,"d006","1990-09-12","1992-01-25"
433312,"d003","1996-11-15","9999-01-01"
107303,"d009","1996-08-03","2000-08-03"
39783,"d004","1995-04-28","9999-01-01"
225020,"d005","1991-08-12","9999-01-01"
67903,"d004","1993-09-27","9999-01-01"
71558,"d005","1996-12-08","9999-01-01"
455041,"d009","2000-07-11","9999-01-01"
17437,"d004","1992-05-21","1995-09-22"
248370,"d005","1985-03-26","9999-01-01"
16201,"d005","1987-08-13","9999-01-01"
438070,"d004","1994-01-17","9999-01-01"
261757,"d004","1987-12-31","9999-01-01"
220657,"d007","1986-06-23","9999-01-01"
288524,"d003","1999-01-07","9999-01-01"
258326,"d002","1997-06-03","2001-02-26"
245333,"d004","1985-08-05","9999-01-01"
242341,"d005","1986-12-08","9999-01-01"
22282,"d008","1992-02-19","9999-01-01"
417053,"d005","1990-04-12","9999-01-01"
404395,"d005","1996-07-15","9999-01-01"
217687,"d004","1987-07-09","9999-01-01"
15700,"d003","1993-09-03","1994-10-13"
263290,"d006","1989-12-18","9999-01-01"
491683,"d004","1994-03-19","1998-04-09"
255117,"d009","2002-01-22","9999-01-01"
443363,"d001","1997-12-21","9999-01-01"
417468,"d004","1993-04-17","9999-01-01"
401063,"d009","1999-04-21","1999-10-20"
478245,"d007","1992-07-23","1994-05-01"
481053,"d003","1988-08-02","2001-04-19"
49884,"d007","1991-01-29","1993-07-16"
284563,"d005","1989-03-26","9999-01-01"
206277,"d001","1996-09-14","9999-01-01"
54497,"d007","1995-02-26","9999-01-01"
450467,"d004","1987-01-13","9999-01-01"
36314,"d004","1998-09-29","9999-01-01"
294033,"d001","1998-05-17","9999-01-01"
47732,"d009","1993-01-04","9999-01-01"
24049,"d007","1997-01-31","1997-09-09"
422162,"d005","1991-12-23","9999-01-01"
488195,"d005","1989-03-22","9999-01-01"
427105,"d001","1989-04-14","1998-05-11"
418221,"d004","1994-03-05","1997-04-09"
281366,"d005","2000-02-22","9999-01-01"
65923,"d005","1997-03-09","1999-04-03"
297541,"d005","1993-04-11","1998-01-11"
92751,"d004","1990-06-15","9999-01-01"
83678,"d007","1987-11-05","1998-09-02"
407738,"d004","1988-04-03","1998-06-22"
274931,"d005","1991-09-03","1998-04-08"
44979,"d007","1991-02-14","9999-01-01"
43201,"d004","1987-09-19","1992-07-27"
481771,"d005","1992-05-14","9999-01-01"
63306,"d007","1998-09-12","9999-01-01"
254870,"d004","1998-02-06","9999-01-01"
228953,"d005","1994-06-07","9999-01-01"
293021,"d005","1995-06-25","1997-04-29"
26347,"d005","1988-06-01","9999-01-01"
482356,"d007","1987-07-16","9999-01-01"
257949,"d001","1987-06-20","2001-11-11"
467389,"d009","1986-08-07","1991-07-09"
464409,"d007","1997-12-01","9999-01-01"
467621,"d006","1987-01-24","1998-01-09"
92960,"d005","1985-12-26","1993-12-23"
280448,"d007","1986-03-16","9999-01-01"
292057,"d005","1993-03-31","9999-01-01"
407202,"d009","1998-07-13","9999-01-01"
415118,"d003","1990-04-07","1997-07-15"
451047,"d003","1992-10-06","9999-01-01"
274287,"d003","1998-10-31","2000-08-26"
267926,"d009","1991-04-25","9999-01-01"
77910,"d005","1993-01-21","1999-01-21"
100372,"d003","1997-12-07","9999-01-01"
427988,"d007","1985-12-20","9999-01-01"
453661,"d005","1991-12-05","9999-01-01"
496155,"d007","1988-07-12","9999-01-01"
477596,"d007","1999-12-28","9999-01-01"
19082,"d004","1994-12-23","9999-01-01"
66022,"d004","1988-12-14","1993-09-24"
65801,"d006","1987-07-24","9999-01-01"
62528,"d005","1994-01-23","9999-01-01"
435628,"d008","1999-03-08","2000-07-04"
264125,"d007","1991-04-27","9999-01-01"
46717,"d004","1988-05-18","9999-01-01"
216417,"d007","1997-11-30","9999-01-01"
492676,"d005","1992-03-25","9999-01-01"
107684,"d007","1992-11-05","9999-01-01"
404625,"d009","1986-06-09","1990-02-26"
206340,"d004","1989-12-23","9999-01-01"
251615,"d004","2000-05-09","9999-01-01"
443388,"d007","1990-04-14","9999-01-01"
413548,"d004","1989-04-05","9999-01-01"
62500,"d004","1995-02-23","9999-01-01"
16306,"d005","1994-09-16","9999-01-01"
419310,"d007","1992-06-04","9999-01-01"
76872,"d008","1993-04-01","1997-05-17"
82282,"d005","1985-12-31","9999-01-01"
17569,"d002","1994-02-25","1994-12-26"
411748,"d002","1990-09-01","9999-01-01"
29588,"d006","1986-07-08","9999-01-01"
445958,"d005","1998-04-01","9999-01-01"
461269,"d004","1996-06-04","1998-01-28"
26698,"d001","1994-12-20","9999-01-01"
499957,"d003","1987-02-25","1992-11-28"
36249,"d004","1999-11-15","9999-01-01"
443881,"d007","1986-06-04","9999-01-01"
445871,"d003","1996-12-07","2001-08-22"
472667,"d001","1990-05-07","2001-09-26"
69797,"d004","1990-06-24","9999-01-01"
226826,"d004","1991-06-17","9999-01-01"
293868,"d007","1993-08-01","9999-01-01"
216362,"d002","1989-03-24","9999-01-01"
419639,"d005","1992-06-16","1999-09-17"
431970,"d004","1994-04-08","9999-01-01"
264616,"d005","1994-08-14","9999-01-01"
96491,"d001","1990-11-18","9999-01-01"
273589,"d001","1989-10-13","9999-01-01"
21068,"d005","2000-01-11","2001-10-12"
408742,"d005","1998-01-20","9999-01-01"
73401,"d002","1996-03-31","9999-01-01"
490435,"d004","2000-01-18","9999-01-01"
102361,"d005","1990-09-01","9999-01-01"
99584,"d003","1986-07-20","1987-11-19"
245587,"d007","1997-07-01","9999-01-01"
77511,"d009","1994-09-28","9999-01-01"
461858,"d007","1988-03-09","1993-07-21"
497144,"d003","1997-10-30","9999-01-01"
283194,"d004","1989-10-19","9999-01-01"
30342,"d005","1996-06-14","1999-04-14"
93004,"d003","1991-10-31","9999-01-01"
274482,"d004","1996-03-16","1998-10-02"
466594,"d003","1987-06-10","9999-01-01"
107335,"d005","1997-04-23","9999-01-01"
252844,"d008","1999-12-24","9999-01-01"
425396,"d005","1991-03-04","1995-01-19"
78605,"d008","2001-04-21","9999-01-01"
487039,"d009","1990-09-12","9999-01-01"
81519,"d009","1986-07-20","1994-06-08"
462428,"d005","1997-08-31","9999-01-01"
96869,"d005","1999-10-14","9999-01-01"
239785,"d004","1999-11-19","9999-01-01"
200260,"d004","1986-05-01","9999-01-01"
261390,"d006","1999-01-10","9999-01-01"
256507,"d004","1993-06-05","9999-01-01"
240369,"d007","1991-09-28","1991-12-28"
80426,"d006","1990-07-15","1992-01-24"
96572,"d004","1989-11-11","1999-07-26"
44614,"d004","1992-06-16","9999-01-01"
101750,"d005","1991-11-11","9999-01-01"
261927,"d005","1989-06-07","9999-01-01"
407997,"d004","1996-04-08","2000-09-06"
250347,"d005","1987-02-24","9999-01-01"
235010,"d005","1996-12-12","9999-01-01"
475511,"d007","1986-09-20","9999-01-01"
209680,"d007","1986-01-10","9999-01-01"
485409,"d001","1987-10-18","1988-10-17"
417817,"d005","1989-07-04","1992-01-21"
225970,"d005","1997-08-09","9999-01-01"
281543,"d005","1993-12-07","9999-01-01"
215876,"d007","1991-09-19","9999-01-01"
67392,"d009","1994-01-01","1995-06-13"
463965,"d009","2002-05-11","9999-01-01"
74358,"d007","1987-03-06","9999-01-01"
31742,"d001","1998-08-29","9999-01-01"
430804,"d005","1995-05-02","9999-01-01"
453795,"d006","1994-02-13","1995-09-20"
459891,"d005","1990-05-05","9999-01-01"
40446,"d009","2000-02-14","9999-01-01"
299662,"d006","1991-05-15","9999-01-01"
80535,"d009","1995-03-28","9999-01-01"
456221,"d007","1986-02-11","9999-01-01"
235890,"d009","1997-04-17","1998-03-30"
411811,"d004","1999-08-11","2000-07-28"
48532,"d007","1998-08-23","9999-01-01"
414259,"d007","1994-08-15","9999-01-01"
244738,"d005","1997-10-11","9999-01-01"
205386,"d001","1998-11-28","9999-01-01"
23045,"d005","1998-02-04","9999-01-01"
480039,"d005","1993-07-05","9999-01-01"
222902,"d009","1987-09-01","9999-01-01"
446008,"d001","2000-02-08","2000-06-11"
453590,"d005","1985-06-26","9999-01-01"
28267,"d004","1988-07-09","9999-01-01"
274950,"d004","1996-12-14","9999-01-01"
474213,"d007","1997-06-25","9999-01-01"
216273,"d004","1995-08-09","9999-01-01"
498136,"d003","1995-10-21","9999-01-01"
99957,"d005","1997-09-30","9999-01-01"
299420,"d009","1992-09-09","1994-12-23"
285203,"d009","1987-11-15","9999-01-01"
492764,"d004","1996-09-10","9999-01-01"
46616,"d004","1997-06-15","9999-01-01"
24181,"d004","1996-08-05","9999-01-01"
42697,"d002","1986-08-09","9999-01-01"
250931,"d005","1995-10-09","9999-01-01"
33536,"d001","1991-11-28","9999-01-01"
102821,"d005","1993-03-06","9999-01-01"
471740,"d001","2002-07-10","9999-01-01"
104013,"d006","2001-10-14","9999-01-01"
257534,"d004","1995-01-05","9999-01-01"
12098,"d001","2002-07-04","9999-01-01"
45913,"d009","1999-08-06","9999-01-01"
282180,"d004","1994-02-22","9999-01-01"
257177,"d004","1996-01-29","1996-09-18"
75589,"d003","1993-04-27","2001-05-09"
80793,"d003","1992-05-06","9999-01-01"
272751,"d004","1994-06-19","9999-01-01"
459181,"d005","1994-08-01","9999-01-01"
491959,"d005","1994-12-06","9999-01-01"
58899,"d009","1991-06-27","1992-03-04"
458665,"d005","1985-02-16","9999-01-01"
452071,"d004","1985-05-23","9999-01-01"
22136,"d007","1986-11-25","9999-01-01"
210412,"d001","1990-07-15","9999-01-01"
200815,"d002","1989-03-28","9999-01-01"
297450,"d004","1997-07-28","9999-01-01"
265033,"d005","1986-07-31","9999-01-01"
201491,"d004","1996-04-24","9999-01-01"
262716,"d004","1998-01-09","9999-01-01"
405856,"d005","1996-11-22","1997-06-26"
454485,"d005","1987-09-09","9999-01-01"
278617,"d005","1993-12-22","1999-05-18"
106625,"d005","1998-05-21","9999-01-01"
81526,"d005","1997-08-02","1998-11-29"
243214,"d006","1991-10-17","9999-01-01"
467099,"d005","1994-07-09","9999-01-01"
404652,"d006","1986-10-23","1995-11-27"
476695,"d004","1998-11-22","9999-01-01"
297269,"d008","1991-09-12","9999-01-01"
401224,"d003","1985-12-26","9999-01-01"
66308,"d005","1986-04-16","9999-01-01"
100740,"d004","1987-08-13","9999-01-01"
57573,"d001","2001-07-13","2001-07-27"
220486,"d008","1996-02-04","9999-01-01"
471030,"d005","2000-10-15","9999-01-01"
486713,"d007","1999-08-21","2002-06-26"
471442,"d006","1998-08-12","9999-01-01"
66217,"d001","1986-10-28","9999-01-01"
19035,"d009","1990-07-21","9999-01-01"
454845,"d004","1993-09-16","1997-10-27"
212432,"d004","1985-04-07","9999-01-01"
23785,"d005","1994-09-13","9999-01-01"
261463,"d006","1995-09-01","1996-09-07"
425919,"d004","1986-10-28","1992-06-11"
80983,"d004","1995-03-30","1999-08-01"
86924,"d005","1988-01-15","9999-01-01"
102029,"d005","1994-08-04","9999-01-01"
86608,"d007","1999-02-28","9999-01-01"
481243,"d005","1997-05-19","9999-01-01"
68479,"d008","1996-02-06","9999-01-01"
487169,"d004","1992-09-22","9999-01-01"
70064,"d004","1999-12-24","2000-10-11"
236350,"d007","1990-11-27","9999-01-01"
481477,"d007","1989-10-19","9999-01-01"
489957,"d005","1993-12-26","9999-01-01"
61880,"d007","1994-10-23","2000-11-29"
261625,"d005","1999-11-27","2001-09-25"
457034,"d007","1998-10-28","9999-01-01"
26559,"d007","1991-05-04","9999-01-01"
202428,"d003","1989-01-12","9999-01-01"
99427,"d004","1987-11-27","9999-01-01"
39892,"d009","1996-06-09","9999-01-01"
225451,"d002","1998-11-15","9999-01-01"
11108,"d003","1992-06-12","9999-01-01"
50069,"d006","1993-08-01","9999-01-01"
251898,"d006","1997-10-24","9999-01-01"
284827,"d007","1994-01-11","1999-11-21"
478861,"d007","1988-09-07","1988-12-16"
