"emp_no","salary","from_date","to_date"
402476,46063,"1997-05-28","1998-02-12"
258417,59829,"2000-11-06","2001-11-06"
40209,44006,"1993-07-18","1994-07-18"
202932,56734,"1990-02-03","1991-02-03"
250685,58939,"1997-06-02","1998-06-02"
291055,118880,"1999-05-14","2000-05-13"
489342,44416,"1990-05-17","1991-05-17"
65517,45017,"1991-08-21","1992-08-20"
15743,40000,"1998-06-22","1999-06-22"
33229,40000,"1999-02-05","2000-02-05"
46461,55392,"1990-08-23","1991-08-23"
237662,91375,"2002-07-26","9999-01-01"
486141,60391,"1997-09-14","1998-09-14"
85709,63332,"1997-01-27","1998-01-27"
200188,82114,"2000-10-14","2001-10-14"
25193,79378,"2002-05-22","9999-01-01"
297242,69295,"1996-11-17","1997-11-17"
276131,58609,"1994-02-06","1995-02-06"
409801,92212,"1999-04-22","2000-04-21"
97271,43303,"1992-09-19","1993-09-19"
36641,57643,"1999-09-27","2000-09-26"
494252,62966,"2001-01-11","2002-01-11"
202615,47033,"1994-04-28","1995-04-28"
442177,81316,"1999-05-30","2000-05-29"
72486,66801,"2002-06-04","9999-01-01"
81705,46242,"1990-06-03","1991-06-03"
424832,69581,"2001-10-18","9999-01-01"
422093,96333,"2000-08-02","2001-08-02"
234448,76532,"1999-12-24","2000-12-23"
409710,63939,"1996-09-28","1997-09-28"
278779,45959,"1998-10-24","1999-10-24"
13352,61729,"1998-03-06","1999-03-06"
66650,51495,"1987-11-03","1988-11-02"
94266,52759,"1994-08-13","1995-08-13"
99175,70006,"1994-01-20","1995-01-20"
408632,60664,"1999-10-23","2000-10-22"
492119,43883,"1997-10-24","1998-10-24"
201119,41757,"1990-05-27","1991-05-27"
220851,79197,"1994-04-07","1995-04-07"
435946,58127,"2000-05-22","2001-05-22"
440281,54748,"2002-02-08","9999-01-01"
74999,45403,"1994-07-10","1995-07-10"
73314,83140,"1990-07-10","1991-07-10"
423734,50628,"1992-12-16","1993-12-16"
459510,44840,"1992-02-12","1993-02-11"
75354,60651,"1995-06-14","1996-06-13"
277838,67540,"1995-04-14","1996-04-13"
16317,60117,"1997-09-10","1998-09-10"
260465,66586,"1988-04-20","1989-04-20"
241208,94832,"1999-07-01","2000-06-30"
480551,45031,"1991-07-12","1992-07-11"
450171,50561,"1997-09-02","1998-09-02"
267572,76039,"1997-04-10","1998-04-10"
224368,78212,"2001-07-02","2002-07-02"
200148,58462,"1998-05-16","1999-05-16"
23776,54598,"1998-10-12","1999-10-12"
412388,54660,"1989-12-02","1990-12-02"
78277,66434,"1993-02-17","1994-02-17"
416300,57382,"1998-10-02","1999-10-02"
54917,81063,"1998-08-25","1999-08-25"
64127,73782,"1999-11-08","2000-11-07"
24077,73732,"1991-04-24","1992-04-23"
72215,58393,"1995-06-12","1996-06-11"
102895,49422,"1992-11-15","1993-11-15"
68941,69414,"1989-07-26","1990-07-26"
260691,40000,"1993-03-18","1994-03-18"
402968,58872,"1998-03-06","1999-03-06"
65610,59914,"1992-04-13","1993-04-13"
401990,52098,"1993-09-15","1994-09-15"
231452,73935,"1999-06-09","2000-06-08"
494322,62737,"1994-07-04","1995-07-04"
97024,55429,"1999-04-22","2000-04-21"
217340,82361,"1995-12-02","1996-12-01"
66262,72576,"1992-04-04","1993-04-04"
221185,40000,"1996-10-06","1997-10-06"
469008,43658,"2000-03-17","2001-03-17"
32287,60299,"2001-06-24","2002-06-24"
206283,40000,"1988-05-10","1989-05-10"
203865,104668,"1998-06-08","1999-06-08"
441449,42147,"1996-12-20","1997-12-20"
292957,56147,"1997-06-02","1998-06-02"
50584,40000,"1999-04-27","2000-04-26"
444606,55356,"1993-09-11","1994-09-11"
458321,43634,"1998-12-18","1999-12-18"
489302,50936,"2001-09-17","9999-01-01"
255814,118986,"1999-06-15","2000-06-14"
18658,43367,"1996-03-28","1997-03-28"
403021,64280,"1996-08-04","1997-08-04"
266916,43391,"1991-04-27","1992-04-26"
70130,67012,"2002-03-11","9999-01-01"
484156,74296,"1997-08-07","1998-08-07"
491287,76652,"1999-07-08","2000-07-07"
78615,69149,"1989-04-27","1990-04-27"
237046,48182,"2001-08-23","9999-01-01"
457479,77890,"1995-11-17","1996-11-16"
213067,50290,"1989-08-29","1990-08-29"
220007,47601,"1986-12-06","1987-12-06"
430147,55809,"1994-07-09","1995-07-09"
476695,81059,"2000-11-21","2001-11-21"
55560,63501,"2002-05-11","9999-01-01"
460730,66819,"2000-07-29","2001-07-29"
96841,64324,"1994-08-26","1995-08-26"
74616,59701,"1996-08-02","1997-08-02"
109012,54813,"1994-08-30","1995-08-30"
211501,41777,"1995-01-18","1996-01-18"
476613,53710,"2002-08-01","9999-01-01"
284919,92297,"1995-06-30","1996-06-29"
259203,86935,"1997-12-13","1998-12-13"
489708,76034,"1998-11-27","1999-05-28"
101844,68005,"1993-11-13","1994-11-13"
43031,57077,"2000-05-29","2001-05-29"
202739,64678,"1997-04-28","1998-04-28"
253952,58277,"2000-06-12","2001-06-12"
435877,60597,"1992-08-28","1993-08-28"
20106,52871,"1999-12-23","2000-12-22"
204633,43282,"1991-01-12","1992-01-12"
263822,60293,"1998-04-25","1999-04-25"
479109,62088,"1999-05-25","2000-05-24"
229400,65535,"1994-05-07","1995-05-07"
238407,70922,"2001-01-23","2002-01-23"
209094,48438,"1995-04-04","1996-04-02"
252214,89135,"1997-08-30","1998-08-30"
464082,51051,"1989-11-14","1990-11-14"
260088,67244,"1995-09-08","1995-11-19"
286329,50960,"2000-10-18","2001-10-18"
250334,59861,"1993-12-09","1994-12-09"
67614,49653,"1997-01-05","1998-01-05"
456047,64274,"1997-06-12","1998-06-12"
482776,120906,"2001-11-23","9999-01-01"
402986,86588,"1992-10-08","1993-10-08"
239486,59021,"1999-11-22","2000-11-21"
430328,79849,"1994-05-14","1995-05-14"
74910,71780,"1997-03-05","1998-03-05"
299918,70475,"1988-07-23","1989-07-23"
106945,40520,"1986-11-20","1987-11-20"
39501,47784,"1989-08-31","1990-08-31"
82088,58137,"2000-04-03","2001-04-03"
488197,109470,"1993-12-13","1994-12-13"
84985,47177,"1990-03-13","1991-03-13"
425939,79796,"1999-05-14","2000-05-13"
482471,50717,"1995-02-01","1996-02-01"
279697,97663,"1998-07-30","1999-07-30"
29948,68946,"2002-07-10","9999-01-01"
287692,70150,"2001-03-27","2002-03-27"
262469,83011,"2002-03-10","9999-01-01"
62039,40301,"1993-12-04","1994-12-04"
18045,67980,"1992-06-10","1993-06-10"
495408,43078,"1999-09-26","2000-09-25"
490225,53599,"1999-12-31","2000-12-30"
98690,65517,"1991-03-17","1992-03-16"
418077,43006,"1996-07-24","1997-07-24"
80210,56392,"1995-04-07","1996-04-05"
64575,92301,"1996-08-16","1997-08-16"
224086,57087,"1998-06-11","1999-06-11"
29823,66084,"1997-11-28","1998-11-28"
295025,56626,"1987-01-03","1988-01-03"
107575,90748,"1994-05-01","1995-05-01"
82221,83871,"1999-12-19","2000-12-18"
279908,61787,"1996-11-03","1997-11-03"
60627,49517,"1994-08-15","1995-08-15"
109371,47785,"2001-09-16","9999-01-01"
482243,53339,"2002-02-25","9999-01-01"
490044,74880,"1999-03-30","2000-03-29"
103310,70613,"1997-10-01","1998-10-01"
65821,72929,"2001-04-15","2002-02-01"
226312,39279,"1988-10-20","1989-10-20"
439238,70680,"2002-07-31","9999-01-01"
230202,87380,"1996-03-22","1997-03-22"
208868,50840,"1999-10-07","2000-10-06"
280497,70475,"2000-10-07","2001-10-07"
73233,49754,"1991-07-29","1992-07-28"
209701,52453,"1992-04-10","1993-04-10"
275782,58551,"1992-05-01","1993-05-01"
28870,68736,"1997-05-03","1998-05-03"
214285,61820,"1994-11-12","1995-11-12"
83550,68899,"1986-06-04","1987-06-04"
224874,40000,"1996-12-04","1997-12-04"
464811,77138,"1999-10-15","2000-10-14"
452832,52964,"1991-01-21","1992-01-21"
74076,60087,"1997-07-07","1998-07-07"
468572,102288,"1990-04-09","1991-04-09"
469406,46886,"1997-04-04","1998-04-04"
284418,71003,"1991-03-01","1992-02-29"
449686,88389,"2000-08-12","2001-08-12"
257898,62191,"1998-10-01","1999-10-01"
298006,43526,"1991-11-19","1992-11-18"
221047,61849,"1991-06-23","1992-06-22"
482375,92716,"2002-04-08","9999-01-01"
451286,53510,"2002-07-22","9999-01-01"
228728,52677,"1997-05-19","1998-05-19"
54151,60731,"1990-06-08","1991-06-08"
270056,96442,"2001-07-08","2002-07-08"
234685,66557,"1990-10-11","1991-10-11"
37115,58984,"2001-03-02","2002-03-02"
260957,83174,"1993-06-25","1994-06-25"
273087,55160,"1992-01-27","1993-01-26"
273636,53511,"1998-05-28","1999-05-28"
462938,52962,"1991-02-17","1992-02-17"
234179,56755,"1985-06-12","1986-06-12"
492996,46771,"1994-11-17","1995-11-17"
97886,40000,"1999-03-08","2000-03-07"
247848,72795,"2001-02-10","2002-02-10"
29195,96211,"1996-10-13","1997-08-28"
53240,40000,"1997-02-15","1998-02-15"
498222,81353,"1993-10-14","1994-10-14"
215152,44638,"2002-02-08","9999-01-01"
230646,65497,"1996-01-17","1997-01-16"
419230,83081,"1993-05-24","1994-05-24"
90632,64260,"1998-11-03","1999-11-03"
92574,59399,"2000-05-30","2001-05-30"
445793,45719,"1995-03-06","1996-03-05"
42899,55377,"1996-06-22","1997-06-22"
250507,80839,"1989-07-17","1990-07-17"
288526,72214,"2001-09-15","9999-01-01"
474188,79959,"1997-07-09","1998-07-09"
10250,59445,"1996-08-29","1997-08-29"
32318,59561,"1997-12-10","1998-12-10"
456664,51039,"1996-03-09","1997-03-09"
102016,58457,"2000-10-13","2001-10-13"
80354,118791,"2002-08-01","9999-01-01"
467621,60309,"1996-01-22","1997-01-21"
98592,65320,"2001-12-02","9999-01-01"
427530,91249,"1996-03-08","1997-03-08"
248428,52581,"1986-08-02","1987-08-02"
268165,65101,"1992-07-31","1993-07-31"
402220,82115,"1990-06-27","1991-06-27"
99457,83681,"1999-09-18","2000-09-17"
16046,41560,"1988-11-04","1989-11-04"
85011,72021,"1999-05-11","2000-05-10"
95669,70149,"1997-10-15","1998-10-15"
402942,109728,"1996-08-16","1997-08-16"
257134,46390,"1996-04-08","1997-04-08"
208833,45245,"1995-01-19","1996-01-19"
94821,62249,"1998-08-15","1999-08-15"
280000,64322,"2001-10-30","9999-01-01"
74228,76752,"1993-07-27","1994-07-27"
421105,70446,"1995-08-22","1996-08-21"
105595,91490,"1998-06-07","1999-06-07"
91925,62069,"2000-03-27","2001-03-27"
229985,68089,"1995-08-01","1996-07-31"
255548,40000,"1986-12-07","1987-12-07"
425781,74280,"1990-10-17","1991-10-17"
255756,85240,"1999-08-27","2000-08-26"
297957,67100,"1986-12-26","1987-12-26"
226550,77326,"2001-06-03","2002-06-03"
436494,54072,"1996-12-02","1997-12-02"
498978,64729,"1994-04-18","1995-04-18"
32728,58675,"1998-11-03","1999-11-03"
52869,60428,"1997-08-16","1998-08-16"
470652,55034,"2000-04-17","2001-04-17"
464786,76878,"1990-10-15","1991-10-15"
63560,66434,"1995-12-12","1996-12-11"
250034,45102,"1992-07-18","1993-07-18"
267570,48473,"1994-02-24","1995-02-24"
263386,136330,"2000-05-04","2001-05-04"
26317,116398,"1995-07-12","1996-07-11"
28809,64635,"1997-07-24","1998-07-24"
433004,115046,"1997-05-08","1998-05-08"
76787,55521,"1997-07-31","1998-07-31"
200088,53053,"1996-11-22","1997-11-22"
479644,43231,"2000-11-19","2001-11-19"
71333,53447,"1996-03-25","1997-03-25"
402470,51742,"1992-02-22","1993-02-21"
41342,46300,"1990-07-22","1991-07-22"
80864,83623,"1991-01-08","1992-01-08"
452472,78503,"1999-02-23","2000-02-23"
57624,91026,"1994-08-31","1995-08-31"
462208,85655,"1992-03-25","1993-03-25"
284058,65434,"1991-09-24","1992-09-23"
228050,73520,"1997-09-23","1998-09-23"
261331,80933,"1995-03-18","1996-03-17"
457030,67643,"1998-02-12","1999-02-12"
26462,40000,"1996-02-10","1997-02-09"
32708,81778,"2000-02-23","2001-02-22"
230761,69063,"2001-11-20","9999-01-01"
91045,42534,"1996-12-28","1997-12-28"
471975,70379,"1993-08-09","1994-08-09"
267287,72840,"1996-06-24","1997-06-24"
417960,47433,"1999-05-20","2000-05-19"
24701,52079,"1998-07-01","1999-07-01"
431009,63105,"1994-05-20","1995-05-20"
220530,85328,"1990-11-02","1991-11-02"
421665,62554,"1994-08-11","1995-08-11"
213192,78894,"1995-01-15","1996-01-15"
282122,49363,"1989-09-22","1990-09-22"
483143,62677,"2001-10-02","9999-01-01"
466876,72634,"1998-06-17","1999-06-17"
33868,41494,"1992-08-01","1993-08-01"
223687,45515,"1999-10-25","2000-10-24"
74667,49841,"2000-06-19","2001-06-19"
427197,71146,"1994-08-26","1995-08-26"
484524,40515,"1990-10-03","1991-10-03"
209179,84684,"2001-11-24","9999-01-01"
421058,64174,"1997-06-12","1998-06-12"
241998,86842,"2001-03-21","2002-03-21"
250224,54054,"1997-05-28","1998-05-28"
443829,104297,"1997-06-06","1998-06-06"
473725,60612,"1997-09-01","1998-09-01"
270651,40000,"1987-05-02","1988-05-01"
486655,57710,"1991-03-09","1992-03-08"
242997,88987,"1988-10-08","1989-10-08"
107796,45937,"2000-08-19","2001-08-19"
246592,76362,"1999-06-05","2000-06-04"
447065,47034,"1995-12-16","1996-12-15"
236469,40460,"1989-10-29","1990-10-28"
433186,95289,"2001-08-17","9999-01-01"
44863,46204,"1990-07-22","1991-07-22"
54277,71440,"2000-01-05","2001-01-04"
232555,75904,"2001-12-31","9999-01-01"
29459,51080,"1999-06-08","2000-06-07"
86813,42595,"1990-06-17","1991-06-17"
53654,41351,"1990-07-03","1991-07-03"
261347,51565,"1990-06-01","1991-06-01"
259137,71177,"1995-04-02","1996-04-01"
103760,85042,"1994-08-16","1995-08-16"
204340,52947,"1987-09-10","1988-09-09"
42477,54568,"1994-06-01","1995-06-01"
497207,63209,"1992-02-28","1993-02-27"
245531,52131,"1996-07-24","1997-07-24"
211593,47168,"1987-09-18","1987-11-24"
475499,46795,"1993-01-30","1994-01-30"
39053,46890,"1993-07-18","1994-07-18"
287993,46816,"1992-01-18","1993-01-17"
239965,65470,"1998-03-01","1999-03-01"
236100,73185,"1998-10-25","1999-10-25"
410696,63800,"1991-07-06","1992-07-05"
75458,46800,"1995-05-02","1996-05-01"
284099,64694,"2000-11-05","2001-11-05"
66528,64928,"2000-09-10","2001-09-10"
257686,58663,"1996-04-03","1997-04-03"
456412,46612,"1989-04-18","1990-04-18"
92087,48613,"1993-01-07","1994-01-07"
499113,86881,"1994-03-25","1995-03-25"
106674,59776,"1994-09-25","1995-09-25"
233526,40000,"1992-09-08","1993-09-08"
252001,69122,"2002-03-30","9999-01-01"
49009,61897,"1993-07-15","1993-11-24"
260014,66768,"1993-03-09","1994-03-09"
262396,57122,"1995-03-24","1996-03-23"
26709,56289,"1993-05-26","1994-05-26"
468793,67250,"1991-03-05","1992-03-04"
435995,65709,"1997-06-20","1998-06-20"
32138,62537,"1990-12-06","1991-12-06"
424420,67188,"1993-12-06","1994-12-06"
90376,51019,"1994-07-06","1995-07-06"
224467,72358,"2002-04-25","9999-01-01"
46908,75537,"1997-05-07","1998-05-07"
107139,72867,"1998-07-07","1999-07-07"
412955,71316,"1999-08-09","2000-08-08"
222565,73739,"1997-08-30","1998-08-30"
90327,48097,"1991-09-08","1992-09-07"
260366,87581,"1992-06-06","1993-06-06"
223763,57339,"1995-04-14","1996-04-13"
288644,43035,"1994-02-05","1995-02-05"
46184,43365,"1987-08-15","1988-08-14"
265695,49193,"1998-06-06","1999-06-06"
21929,43745,"1986-12-19","1987-12-19"
486774,62195,"1995-02-14","1996-02-14"
255883,47497,"1991-12-23","1992-12-22"
227354,76900,"2001-11-07","9999-01-01"
466468,78859,"1999-03-04","2000-03-03"
203255,52281,"1996-08-22","1997-08-22"
262866,59567,"1999-01-03","2000-01-03"
499790,70525,"1994-07-09","1995-07-09"
85173,51256,"1994-01-25","1995-01-25"
60984,76562,"1998-07-11","1999-07-11"
438916,93610,"2002-03-09","9999-01-01"
421445,105446,"1999-07-09","2000-07-08"
200382,106713,"1995-09-19","1996-09-18"
255179,51152,"1995-01-15","1996-01-15"
31716,50080,"1998-08-01","1999-08-01"
239070,98997,"1996-03-18","1997-03-18"
466692,98741,"2000-01-03","2001-01-02"
423951,84382,"1996-04-24","1997-04-24"
248248,40189,"1990-07-31","1991-07-31"
55132,71138,"2001-03-27","2002-03-27"
420504,108892,"1993-09-13","1994-09-13"
413860,90540,"1990-06-10","1991-06-10"
268558,59036,"1994-06-24","1995-06-24"
83108,66724,"2001-08-29","9999-01-01"
413729,50555,"1997-04-25","1998-04-25"
219350,71956,"2000-12-14","2001-12-14"
271922,64659,"1993-12-02","1994-12-02"
221040,62669,"1998-08-04","1999-08-04"
223492,54593,"1997-08-19","1998-08-19"
90247,85481,"2002-01-21","9999-01-01"
238013,55816,"1990-02-15","1991-02-15"
446422,53830,"1997-07-08","1998-07-08"
238201,115014,"1996-06-19","1997-06-19"
429076,41900,"1988-07-30","1989-07-30"
17877,50360,"1997-12-22","1998-12-22"
430922,47516,"1998-03-06","1999-03-06"
409182,91046,"1996-03-29","1997-03-29"
420089,67732,"2000-09-11","2001-09-11"
274881,92054,"2001-07-08","2002-07-08"
442815,52052,"1992-02-14","1993-02-13"
238523,47888,"1996-05-25","1997-05-25"
48900,63098,"1994-04-01","1995-04-01"
263518,69181,"2000-07-31","2001-07-31"
454331,48050,"2002-03-31","9999-01-01"
71397,62743,"1995-12-10","1996-12-09"
201612,46212,"1994-04-18","1995-04-18"
51923,52611,"2002-03-04","9999-01-01"
277501,71842,"1995-01-10","1996-01-10"
443854,52559,"1992-09-05","1993-09-05"
232397,67959,"1996-08-20","1997-08-20"
255517,84864,"1993-01-14","1994-01-14"
248773,51158,"1999-02-18","2000-02-18"
455837,69577,"1995-03-15","1996-03-14"
414752,44944,"1993-05-03","1994-05-03"
109922,89402,"1993-03-25","1993-07-21"
423721,48699,"1988-05-22","1989-05-22"
277193,48774,"1998-01-14","1999-01-14"
445823,70163,"2001-03-25","2002-03-25"
485879,83967,"1999-12-19","2000-12-18"
235266,80685,"1999-05-18","2000-05-17"
430759,55232,"1985-02-02","1986-02-02"
409617,46702,"1987-04-04","1988-04-03"
291788,98249,"1995-11-26","1996-11-25"
62312,64092,"1996-04-05","1997-04-05"
478764,48550,"1996-10-13","1997-10-13"
239157,68008,"1996-02-18","1997-02-17"
216096,45564,"1999-05-29","2000-05-28"
475410,79778,"1998-11-28","1999-11-28"
108379,68314,"2000-08-22","2001-08-22"
297848,41674,"1987-05-04","1988-05-03"
462765,64375,"1997-11-28","1998-11-28"
491348,69673,"1997-08-01","1998-08-01"
83167,40169,"1991-07-14","1992-07-13"
256255,79167,"2002-03-27","9999-01-01"
494188,64736,"2001-02-24","2002-02-24"
252976,49998,"1997-08-01","1998-08-01"
213868,60866,"1992-08-31","1993-08-31"
279896,42425,"1992-08-03","1993-08-03"
479447,69808,"2000-01-07","2001-01-06"
18672,48035,"1987-08-11","1988-08-10"
105235,61510,"2000-12-17","2001-12-17"
439099,52518,"1995-05-30","1996-05-29"
250490,41377,"1994-06-26","1995-06-26"
251411,82053,"1991-08-22","1992-08-21"
453652,60126,"1994-02-16","1995-02-16"
86090,51213,"1994-09-16","1995-09-16"
424481,74038,"1994-06-11","1995-06-11"
258684,40000,"1992-11-24","1993-11-24"
465505,88088,"1990-07-22","1991-07-22"
295814,78978,"1998-08-29","1999-08-29"
297519,65737,"1998-11-07","1999-11-07"
283577,63309,"2001-04-29","2002-04-29"
268871,57836,"1996-10-23","1997-10-23"
441160,83436,"1994-08-15","1995-08-15"
495128,47915,"2002-02-12","9999-01-01"
83841,49995,"1996-08-01","1997-08-01"
451947,61326,"1997-01-05","1998-01-05"
439616,51681,"1998-06-28","1999-06-28"
485441,79029,"1996-09-12","1997-09-12"
49128,84544,"1992-07-21","1993-07-21"
270715,90026,"2000-07-25","2001-07-25"
494510,50180,"1988-09-30","1989-09-30"
446285,48015,"1986-09-04","1987-09-04"
441671,46137,"1998-10-19","1999-10-19"
289938,57755,"1990-09-12","1991-09-12"
90324,44833,"1995-06-16","1996-06-15"
241872,69409,"2002-01-31","9999-01-01"
487966,55281,"1993-07-06","1994-07-06"
202220,107735,"2001-12-31","9999-01-01"
268012,39380,"2001-04-29","2002-04-29"
423985,57687,"1997-11-26","1998-11-26"
21585,80683,"1996-09-04","1997-09-04"
255228,76884,"2002-01-31","2002-03-18"
284845,48849,"1989-07-12","1990-07-12"
246870,55733,"1993-02-12","1994-02-12"
489525,79155,"1992-03-22","1993-03-22"
469052,40199,"1989-04-22","1990-04-22"
57050,99007,"1994-08-25","1995-08-25"
491411,72627,"1997-03-13","1998-03-13"
221951,61207,"1997-12-11","1998-12-11"
468333,46387,"1990-05-26","1991-05-26"
275459,58048,"1996-12-15","1997-12-15"
107793,74252,"1993-03-05","1994-03-05"
100141,75656,"1990-07-28","1991-07-28"
26861,59275,"1990-10-09","1991-10-09"
496957,65324,"1999-10-26","2000-10-25"
296510,43653,"2000-05-24","2001-05-24"
281032,59020,"1996-10-25","1997-02-27"
80498,40081,"1991-09-28","1992-09-27"
467262,52238,"1995-04-07","1996-04-05"
279833,51379,"1988-08-31","1989-08-31"
104743,46478,"1991-04-04","1992-04-03"
42090,64934,"1995-09-09","1996-09-08"
47145,62575,"1996-06-08","1997-06-08"
59527,59417,"1996-01-31","1997-01-30"
35194,47548,"1991-02-04","1992-02-04"
278717,89940,"1994-07-22","1995-07-22"
29464,77198,"1997-01-10","1998-01-10"
428642,56254,"1996-08-28","1997-08-28"
436133,51109,"1999-03-11","2000-03-10"
78581,53802,"1989-11-04","1990-11-04"
275915,73218,"1995-10-02","1996-10-01"
24126,54132,"1995-09-12","1996-09-11"
459380,60989,"1994-12-17","1995-12-17"
94739,82739,"1995-09-06","1996-09-05"
421425,44227,"2000-11-14","2001-11-14"
100592,40000,"1992-07-14","1993-07-14"
442667,110800,"2002-01-30","9999-01-01"
246384,72773,"1993-07-28","1994-07-28"
80224,56353,"1989-05-19","1990-05-19"
219208,77872,"2001-09-10","9999-01-01"
106045,60397,"1996-06-08","1997-06-08"
279012,44481,"1987-09-21","1988-09-20"
282130,57191,"1989-11-03","1990-11-03"
459098,59831,"1996-11-15","1997-11-15"
265532,40000,"1996-05-20","1997-05-20"
251454,48168,"1997-08-22","1998-08-22"
36340,89416,"2001-08-25","9999-01-01"
227655,66512,"1996-09-26","1997-09-26"
102327,63670,"1991-04-09","1992-04-08"
295357,64686,"1995-12-05","1996-12-04"
75780,50927,"1991-10-01","1992-09-30"
412244,106495,"1997-06-30","1998-04-19"
295412,47032,"1992-05-09","1993-02-01"
45650,97260,"2000-08-17","2000-11-16"
97727,45041,"2002-04-17","9999-01-01"
33130,60924,"1996-08-05","1997-08-05"
267804,70455,"1994-05-14","1995-05-14"
65036,89550,"1997-06-03","1998-06-03"
292223,86254,"1993-03-08","1994-03-08"
246858,40000,"1986-06-18","1987-06-18"
